scenario,seed,fold,model,selected_threshold,train_seconds_including_inner_cv,predict_seconds,policy,ap,roc_auc,brier,log_loss,f1,precision,recall,mcc,tn,fp,fn,tp,fnr,fpr,rows,positives,unique_scores,recall_at_1pct,precision_at_1pct,lift_at_1pct,recall_at_3pct,precision_at_3pct,lift_at_3pct,recall_at_5pct,precision_at_5pct,lift_at_5pct,recall_at_10pct,precision_at_10pct,lift_at_10pct,recall_at_20pct,precision_at_20pct,lift_at_20pct
rg3,1729,2,logistic_balanced,0.0011956099213267886,0.01400545799970132,0.0004517389997999999,fixed_0.5,0.01392597610846015,0.31985972683647096,0.20444168587763398,0.6004692386097377,0.0,0.0,0.0,-0.08581573914656516,273,114,7,0,1.0,0.29457364341085274,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,1729,2,logistic_balanced,0.0011956099213267886,0.01400545799970132,0.0004517389997999999,inner_f1,0.01392597610846015,0.31985972683647096,0.20444168587763398,0.6004692386097377,0.034912718204488775,0.017766497461928935,1.0,0.0,0,387,0,7,0.0,1.0,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,1729,2,xgboost,0.048320621252059937,0.03516682300005414,0.0008526910000909993,fixed_0.5,0.01320685414232434,0.27851605758582504,0.017854019615221647,0.09888437488022629,0.0,0.0,0.0,0.0,387,0,7,0,1.0,0.0,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,1729,2,xgboost,0.048320621252059937,0.03516682300005414,0.0008526910000909993,inner_f1,0.01320685414232434,0.27851605758582504,0.017854019615221647,0.09888437488022629,0.0,0.0,0.0,-0.02383704844238779,375,12,7,0,1.0,0.031007751937984496,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,1729,2,xgboost_balanced,0.3170638680458069,0.04454962899990278,0.0008346970003003662,fixed_0.5,0.014437834995123248,0.34348468069398297,0.05371848870759202,0.2120999331425054,0.0,0.0,0.0,-0.025814621222141714,373,14,7,0,1.0,0.03617571059431524,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,1729,2,xgboost_balanced,0.3170638680458069,0.04454962899990278,0.0008346970003003662,inner_f1,0.014437834995123248,0.34348468069398297,0.05371848870759202,0.2120999331425054,0.0,0.0,0.0,-0.043940028757668,349,38,7,0,1.0,0.09819121447028424,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,2026,0,dummy_prior,0.5,0.00023621599984835484,8.038499981921632e-05,fixed_0.5,0.017766497461928935,0.5,0.017476616248808263,0.08983887272248706,0.0,0.0,0.0,0.0,387,0,7,0,1.0,0.0,394,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,2026,0,dummy_prior,0.5,0.00023621599984835484,8.038499981921632e-05,inner_f1,0.017766497461928935,0.5,0.017476616248808263,0.08983887272248706,0.0,0.0,0.0,0.0,387,0,7,0,1.0,0.0,394,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,2026,0,logistic,0.0011774308525970396,0.010163535999708984,0.0005971380001028592,fixed_0.5,0.02263239690384194,0.49852344038390545,0.01780882588025689,0.09329010436451489,0.0,0.0,0.0,0.0,387,0,7,0,1.0,0.0,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.025,1.407142857142857,0.2857142857142857,0.02531645569620253,1.4249547920433996
rg3,2026,0,logistic,0.0011774308525970396,0.010163535999708984,0.0005971380001028592,inner_f1,0.02263239690384194,0.49852344038390545,0.01780882588025689,0.09329010436451489,0.034912718204488775,0.017766497461928935,1.0,0.0,0,387,0,7,0.0,1.0,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.025,1.407142857142857,0.2857142857142857,0.02531645569620253,1.4249547920433996
rg3,2026,0,logistic_balanced,0.014791633128612591,0.019046445000185486,0.0006268540000746725,fixed_0.5,0.021061988356300177,0.48818752307124397,0.24557556260546648,0.6918195120481953,0.03773584905660377,0.019736842105263157,0.42857142857142855,0.011820831529910645,238,149,4,3,0.5714285714285714,0.3850129198966408,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.012658227848101266,0.7124773960216998
rg3,2026,0,logistic_balanced,0.014791633128612591,0.019046445000185486,0.0006268540000746725,inner_f1,0.021061988356300177,0.48818752307124397,0.24557556260546648,0.6918195120481953,0.034912718204488775,0.017766497461928935,1.0,0.0,0,387,0,7,0.0,1.0,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.012658227848101266,0.7124773960216998
rg3,2026,0,xgboost,0.011653400957584381,0.041095340000083525,0.0008248489998550212,fixed_0.5,0.013263995298926868,0.27703949796973054,0.017852252708817712,0.0968323872046883,0.0,0.0,0.0,0.0,387,0,7,0,1.0,0.0,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,2026,0,xgboost,0.011653400957584381,0.041095340000083525,0.0008248489998550212,inner_f1,0.013263995298926868,0.27703949796973054,0.017852252708817712,0.0968323872046883,0.037333333333333336,0.019021739130434784,1.0,0.03574837476262026,26,361,0,7,0.0,0.9328165374677002,394,7,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rg3,2026,0,xgboost_balanced,0.2244531512260437,0.04503247899992857,0.0008583029998590064,fixed_0.5,0.04591173436325463,0.5538944259874492,0.07635227424015516,0.26677909199437005,0.08888888888888889,0.05263157894736842,0.2857142857142857,0.08622817673497253,351,36,5,2,0.7142857142857143,0.09302325581395349,394,7,197,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,4.69047619047619,0.14285714285714285,0.05,2.814285714285714,0.2857142857142857,0.05,2.814285714285714,0.2857142857142857,0.02531645569620253,1.4249547920433996
rg3,2026,0,xgboost_balanced,0.2244531512260437,0.04503247899992857,0.0008583029998590064,inner_f1,0.04591173436325463,0.5538944259874492,0.07635227424015516,0.26677909199437005,0.032520325203252036,0.017241379310344827,0.2857142857142857,-0.0025677654240718797,273,114,5,2,0.7142857142857143,0.29457364341085274,394,7,197,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,4.69047619047619,0.14285714285714285,0.05,2.814285714285714,0.2857142857142857,0.05,2.814285714285714,0.2857142857142857,0.02531645569620253,1.4249547920433996
