scenario,seed,model,product_group,policy,ap,roc_auc,brier,log_loss,f1,precision,recall,mcc,tn,fp,fn,tp,fnr,fpr,rows,positives,unique_scores,recall_at_1pct,precision_at_1pct,lift_at_1pct,recall_at_3pct,precision_at_3pct,lift_at_3pct,recall_at_5pct,precision_at_5pct,lift_at_5pct,recall_at_10pct,precision_at_10pct,lift_at_10pct,recall_at_20pct,precision_at_20pct,lift_at_20pct
cn7,1729,dummy_prior,all,fixed_0.5,0.011609028560523583,0.3608483594442802,0.013914137988395452,0.0768598896061595,0.0,0.0,0.0,0.0,1194,0,17,0,1.0,0.0,1211,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.00819672131147541,0.5838958534233366,0.11764705882352941,0.00823045267489712,0.5862987170176713
cn7,1729,dummy_prior,all,inner_f1,0.011609028560523583,0.3608483594442802,0.013914137988395452,0.0768598896061595,0.0,0.0,0.0,0.0,1194,0,17,0,1.0,0.0,1211,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.00819672131147541,0.5838958534233366,0.11764705882352941,0.00823045267489712,0.5862987170176713
cn7,1729,logistic,all,fixed_0.5,0.44319966348188544,0.9171100601044438,0.009495491589039373,0.04654432537496482,0.48,0.75,0.35294117647058826,0.5101349734661121,1192,2,11,6,0.6470588235294118,0.0016750418760469012,1211,17,611,0.35294117647058826,0.46153846153846156,32.87782805429865,0.47058823529411764,0.21621621621621623,15.402225755166933,0.47058823529411764,0.13114754098360656,9.342333654773386,0.6470588235294118,0.09016393442622951,6.422854387656702,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,logistic,all,inner_f1,0.44319966348188544,0.9171100601044438,0.009495491589039373,0.04654432537496482,0.3870967741935484,0.42857142857142855,0.35294117647058826,0.38106059013100313,1186,8,11,6,0.6470588235294118,0.006700167504187605,1211,17,611,0.35294117647058826,0.46153846153846156,32.87782805429865,0.47058823529411764,0.21621621621621623,15.402225755166933,0.47058823529411764,0.13114754098360656,9.342333654773386,0.6470588235294118,0.09016393442622951,6.422854387656702,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,logistic_balanced,all,fixed_0.5,0.4699901483216232,0.9092767760370479,0.036855767287988596,0.125551243460241,0.23376623376623376,0.15,0.5294117647058824,0.2638597060850867,1143,51,8,9,0.47058823529411764,0.04271356783919598,1211,17,611,0.4117647058823529,0.5384615384615384,38.35746606334841,0.47058823529411764,0.21621621621621623,15.402225755166933,0.5294117647058824,0.14754098360655737,10.510125361620057,0.5882352941176471,0.08196721311475409,5.838958534233365,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,logistic_balanced,all,inner_f1,0.4699901483216232,0.9092767760370479,0.036855767287988596,0.125551243460241,0.3783783783783784,0.35,0.4117647058823529,0.37005545738084816,1181,13,10,7,0.5882352941176471,0.010887772194304857,1211,17,611,0.4117647058823529,0.5384615384615384,38.35746606334841,0.47058823529411764,0.21621621621621623,15.402225755166933,0.5294117647058824,0.14754098360655737,10.510125361620057,0.5882352941176471,0.08196721311475409,5.838958534233365,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,xgboost,all,fixed_0.5,0.08441028714239102,0.8950389200906493,0.013441538823503858,0.06063077223707244,0.0,0.0,0.0,0.0,1194,0,17,0,1.0,0.0,1211,17,429,0.058823529411764705,0.07692307692307693,5.479638009049774,0.17647058823529413,0.08108108108108109,5.775834658187599,0.23529411764705882,0.06557377049180328,4.671166827386693,0.5294117647058824,0.07377049180327869,5.2550626808100285,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,xgboost,all,inner_f1,0.08441028714239102,0.8950389200906493,0.013441538823503858,0.06063077223707244,0.18487394957983194,0.10784313725490197,0.6470588235294118,0.2418123757559876,1103,91,6,11,0.35294117647058826,0.076214405360134,1211,17,429,0.058823529411764705,0.07692307692307693,5.479638009049774,0.17647058823529413,0.08108108108108109,5.775834658187599,0.23529411764705882,0.06557377049180328,4.671166827386693,0.5294117647058824,0.07377049180327869,5.2550626808100285,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,xgboost_balanced,all,fixed_0.5,0.24458381680934152,0.9006059710316286,0.022413830447800702,0.07645958031148035,0.24489795918367346,0.1875,0.35294117647058826,0.2429069787596226,1168,26,11,6,0.6470588235294118,0.021775544388609715,1211,17,605,0.23529411764705882,0.3076923076923077,21.918552036199095,0.4117647058823529,0.1891891891891892,13.476947535771066,0.47058823529411764,0.13114754098360656,9.342333654773386,0.8235294117647058,0.11475409836065574,8.174541947926711,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,1729,xgboost_balanced,all,inner_f1,0.24458381680934152,0.9006059710316286,0.022413830447800702,0.07645958031148035,0.1917808219178082,0.125,0.4117647058823529,0.20768009537365287,1145,49,10,7,0.5882352941176471,0.04103852596314908,1211,17,605,0.23529411764705882,0.3076923076923077,21.918552036199095,0.4117647058823529,0.1891891891891892,13.476947535771066,0.47058823529411764,0.13114754098360656,9.342333654773386,0.8235294117647058,0.11475409836065574,8.174541947926711,0.8823529411764706,0.06172839506172839,4.397240377632534
cn7,2026,dummy_prior,all,fixed_0.5,0.012478075417198298,0.4400433540250271,0.01385294799197435,0.07425260427207464,0.0,0.0,0.0,0.0,1194,0,17,0,1.0,0.0,1211,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.01639344262295082,1.1677917068466732,0.17647058823529413,0.012345679012345678,0.8794480755265068
cn7,2026,dummy_prior,all,inner_f1,0.012478075417198298,0.4400433540250271,0.01385294799197435,0.07425260427207464,0.0,0.0,0.0,0.0,1194,0,17,0,1.0,0.0,1211,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.01639344262295082,1.1677917068466732,0.17647058823529413,0.012345679012345678,0.8794480755265068
cn7,2026,logistic,all,fixed_0.5,0.4960916234705451,0.9523844713764903,0.009030861102884416,0.040134848343620244,0.5217391304347826,1.0,0.35294117647058826,0.5913707016836909,1194,0,11,6,0.6470588235294118,0.0,1211,17,609,0.4117647058823529,0.5384615384615384,38.35746606334841,0.5294117647058824,0.24324324324324326,17.3275039745628,0.6470588235294118,0.18032786885245902,12.845708775313405,0.7647058823529411,0.10655737704918032,7.5906460945033745,1.0,0.06995884773662552,4.983539094650205
cn7,2026,logistic,all,inner_f1,0.4960916234705451,0.9523844713764903,0.009030861102884416,0.040134848343620244,0.5217391304347826,1.0,0.35294117647058826,0.5913707016836909,1194,0,11,6,0.6470588235294118,0.0,1211,17,609,0.4117647058823529,0.5384615384615384,38.35746606334841,0.5294117647058824,0.24324324324324326,17.3275039745628,0.6470588235294118,0.18032786885245902,12.845708775313405,0.7647058823529411,0.10655737704918032,7.5906460945033745,1.0,0.06995884773662552,4.983539094650205
